City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,margate,51.3813,1.3862,284.65,91,92,2.02,GB,1715317966
366,zhosaly,45.4878,64.0781,291.86,28,91,6.27,KZ,1715317967
367,spitak,40.8322,44.2673,282.95,73,93,0.37,AM,1715317967
368,nieuw amsterdam,5.8833,-55.0833,298.43,91,100,4.52,SR,1715317967
369,wainwright,52.839,-110.8572,284.18,66,70,2.36,CA,1715317968
370,gamba,-2.65,10.0,298.28,92,100,1.63,GA,1715317968
371,palikir - national government center,6.9248,158.1611,301.56,84,100,3.09,FM,1715317968
372,thunder bay,48.4001,-89.3168,275.14,93,0,1.54,CA,1715317969
373,acarau,-2.8856,-40.12,298.34,91,100,3.32,BR,1715317969
374,prince albert,53.2001,-105.7677,282.12,53,20,0.0,CA,1715317969
375,itoman,26.1247,127.6694,299.36,53,75,5.14,JP,1715317970
376,great falls,47.5002,-111.3008,281.81,80,0,4.63,US,1715317970
377,luis correia,-2.8792,-41.6669,298.1,88,100,2.43,BR,1715317970
378,bikenibeu village,1.3673,173.1241,303.13,79,20,1.54,KI,1715317971
379,sheridan,44.8333,-106.9173,283.88,82,100,3.6,US,1715317972
380,broome,42.2506,-75.833,284.08,94,100,1.54,US,1715317972
381,nouadhibou,20.931,-17.0347,292.14,88,20,5.66,MR,1715317972
382,kamensk-ural'skiy,56.4185,61.9329,275.33,45,80,6.56,RU,1715317973
383,malabar,-33.9667,151.25,294.13,78,75,5.66,AU,1715317973
384,peniche,39.3558,-9.3811,289.42,96,100,1.45,PT,1715317736
385,la gi,10.6667,107.7833,306.06,59,61,8.1,VN,1715317974
386,atamyrat,37.8357,65.2106,293.01,50,100,5.85,TM,1715317974
387,srikakulam,18.3,83.9,306.78,54,40,5.85,IN,1715317974
388,susuman,62.7833,148.1667,279.25,47,100,3.13,RU,1715317726
389,komatipoort,-25.4332,31.9548,288.95,59,0,1.98,ZA,1715317975
390,itacoatiara,-3.1431,-58.4442,297.92,90,89,0.83,BR,1715317975
391,jinxiang,27.4327,120.6062,292.85,69,100,1.17,CN,1715317976
392,hirara,24.8,125.2833,300.3,57,75,3.09,JP,1715317976
393,las tablas,7.7667,-80.2833,300.47,99,100,1.97,PA,1715317976
394,taoudenni,22.6783,-3.9836,303.79,8,40,5.98,ML,1715317977
395,coari,-4.085,-63.1414,298.14,85,54,1.02,BR,1715317977
396,viedma,-40.8135,-62.9967,281.05,41,9,3.27,AR,1715317977
397,khilok,51.3674,110.4676,280.32,34,100,7.56,RU,1715317977
398,azemmour,33.2895,-8.3425,292.02,78,100,3.42,MA,1715317978
399,mandalgovi,45.7625,106.2708,282.51,21,2,11.55,MN,1715317978
400,divnogorsk,55.9594,92.3619,288.56,32,100,2.35,RU,1715317978
401,maamba,-17.3667,27.15,289.31,58,4,0.79,ZM,1715317979
402,freetown,8.484,-13.2299,297.99,88,75,1.54,SL,1715317979
403,novodvinsk,64.4165,40.8122,271.01,59,99,4.32,RU,1715317979
404,kimbe,-5.5502,150.1429,300.69,90,100,0.88,PG,1715317980
405,mar''ina horka,53.509,28.147,281.27,84,96,4.19,BY,1715317980
406,sangin,32.0728,64.8359,301.59,30,36,4.2,AF,1715317980
407,polyarnyy,69.1989,33.4478,272.87,83,100,6.44,RU,1715317908
408,boende,-0.2167,20.8667,295.27,96,100,0.25,CD,1715317981
409,bubaque,11.2833,-15.8333,300.03,81,97,4.97,GW,1715317981
410,turpan,42.9333,89.1667,306.11,10,0,2.85,CN,1715317982
411,nuuk,64.1835,-51.7216,272.49,93,100,5.14,GL,1715317982
412,knyaze-volkonskoye,48.4642,135.4567,290.56,20,43,4.92,RU,1715317982
413,centerville,39.6284,-84.1594,285.77,85,100,4.12,US,1715317983
414,burang,30.25,81.1667,282.74,21,6,1.65,CN,1715317983
415,swift current,50.2834,-107.8014,284.6,54,0,2.06,CA,1715317983
416,tazovsky,67.4667,78.7,273.01,88,99,9.43,RU,1715317984
417,roccella ionica,38.322,16.4009,289.51,83,98,3.57,IT,1715317984
418,arteche,12.2645,125.4048,304.19,58,48,3.74,PH,1715317984
419,gambettola,44.1175,12.3371,288.91,70,0,3.09,IT,1715317985
420,tynda,55.1667,124.7167,283.04,43,100,2.92,RU,1715317985
421,bonthe,7.5264,-12.505,299.94,85,100,2.48,SL,1715317985
422,aleksandrovsk,59.158,57.5624,275.26,55,100,6.37,RU,1715317986
423,barra de santo antonio,-9.4047,-35.5072,297.75,71,51,3.82,BR,1715317986
424,beyneu,45.3167,55.2,288.75,30,7,3.04,KZ,1715317986
425,kuta,-8.7233,115.1723,302.12,79,20,7.72,ID,1715317987
426,zhalantun,48.0,122.7167,284.99,58,100,8.23,CN,1715317987
427,prince rupert,54.3161,-130.3201,283.2,87,0,1.03,CA,1715317956
428,mbekenyera,-10.0,38.9833,295.07,89,4,2.05,TZ,1715317987
429,nizhniy odes,63.6445,54.856,271.24,89,81,3.35,RU,1715317988
430,wotho,10.1657,166.0102,300.63,79,88,7.78,MH,1715317988
431,walvis bay,-22.9575,14.5053,288.2,88,0,1.54,NA,1715317988
432,marsh harbour,26.5412,-77.0636,297.41,77,3,4.77,BS,1715317989
433,pacocha,-17.5833,-71.3333,290.74,85,56,0.74,PE,1715317989
434,ahar,38.4774,47.0699,287.55,55,100,1.66,IR,1715317989
435,port moresby,-9.4431,147.1797,302.83,70,75,5.14,PG,1715317929
436,dunedin,-45.8742,170.5036,281.37,86,88,4.02,NZ,1715317876
437,mezhdurechenskiy,59.6,65.9333,279.69,39,1,5.92,RU,1715317990
438,posto fiscal rolim de moura,-13.0833,-62.2667,297.1,84,26,0.22,BR,1715317991
439,san rafael,-34.6177,-68.3301,282.18,48,0,2.58,AR,1715317922
440,sao raimundo das mangabeiras,-7.0219,-45.4811,297.92,72,100,1.47,BR,1715317991
441,tibanesti,46.9167,27.3333,285.21,65,99,1.74,RO,1715317992
442,greymouth,-42.4667,171.2,283.04,64,0,0.88,NZ,1715317753
443,huaicheng,23.9051,112.1931,298.43,79,96,1.85,CN,1715317992
444,kununurra,-15.7667,128.7333,307.14,40,4,4.63,AU,1715317992
445,bel ombre,-4.6167,55.4167,304.06,70,20,4.12,SC,1715317993
446,mojokerto,-7.4664,112.4338,304.99,55,13,4.22,ID,1715317993
447,parabel',58.6978,81.4825,293.66,47,92,4.47,RU,1715317993
448,ciudad bolivar,8.1222,-63.5497,301.75,63,94,2.0,VE,1715317994
449,remire-montjoly,4.9167,-52.2667,298.17,100,100,0.0,GF,1715317789
450,el calafate,-50.3408,-72.2768,273.4,88,94,0.98,AR,1715317995
451,ballina,-28.8667,153.5667,293.58,52,61,4.11,AU,1715317995
452,veraval,20.9,70.3667,303.36,68,0,4.42,IN,1715317995
453,kingston,17.997,-76.7936,299.35,88,81,0.94,JM,1715317996
454,tchaourou,8.8865,2.5975,298.18,84,96,2.46,BJ,1715317996
455,ataq,14.5377,46.8319,300.18,45,99,2.49,YE,1715317996
456,nadi,-17.8,177.4167,300.15,47,20,4.12,FJ,1715317997
457,cuito,-12.3833,16.9333,285.34,63,46,1.32,AO,1715317997
458,kavaratti,10.5669,72.642,303.06,70,99,4.86,IN,1715317998
459,leua,48.2156,18.6071,286.2,72,71,1.71,SK,1715317998
460,kuqa,41.7278,82.9364,299.63,10,0,3.94,CN,1715317950
461,pacific grove,36.6177,-121.9166,288.28,84,0,0.45,US,1715317973
462,visakhapatnam,17.69,83.2093,305.09,70,40,4.12,IN,1715317995
463,kilindoni,-7.9139,39.6668,299.66,79,21,7.29,TZ,1715317999
464,zvishavane,-20.3267,30.0665,286.27,84,0,1.5,ZW,1715318000
465,dubbo,-32.25,148.6167,292.22,59,100,5.66,AU,1715317865
466,nampula,-15.1165,39.2666,292.92,87,4,1.68,MZ,1715318000
467,candolim,15.5181,73.7626,302.17,72,6,4.56,IN,1715318000
468,sandnessjoen,66.0217,12.6316,277.44,66,93,7.99,NO,1715318001
469,baskil,38.5679,38.8238,286.06,43,36,2.09,TR,1715318001
470,egersund,58.4513,5.9997,281.53,89,100,4.12,NO,1715318001
471,corinto,37.9407,22.9573,290.5,82,100,3.64,GR,1715318002
472,mitha tiwana,32.2486,72.1108,312.24,20,43,6.42,PK,1715318002
473,woodlake,37.4211,-77.6793,293.94,94,40,1.54,US,1715318002
474,lumut,4.2323,100.6298,307.16,66,20,1.54,MY,1715318003
475,wonju,37.3514,127.9453,297.04,40,9,3.78,KR,1715318003
476,sibu,2.3,111.8167,307.32,62,40,0.51,MY,1715318003
477,port douglas,-16.4833,145.4667,298.32,80,89,6.27,AU,1715318002
478,sakakah,29.9697,40.2064,297.91,15,0,7.21,SA,1715318004
479,heroica guaymas,27.9333,-110.9,297.91,30,79,2.67,MX,1715318004
480,lazaro cardenas,17.9583,-102.2,296.52,80,58,0.93,MX,1715317905
481,miracema do tocantins,-9.5618,-48.3967,295.58,62,80,0.68,BR,1715318005
482,akureyri,65.6835,-18.0878,274.11,86,0,3.09,IS,1715318005
483,choyr,46.3611,108.3611,282.54,23,45,13.66,MN,1715318005
484,port clinton,41.512,-82.9377,285.92,77,100,5.14,US,1715318006
485,kavieng,-2.5744,150.7967,301.85,76,68,1.88,PG,1715317827
486,apatity,67.5641,33.4031,269.63,81,21,4.18,RU,1715318006
487,ad dilam,23.9915,47.1627,299.38,19,38,2.21,SA,1715318007
488,neiafu,-18.65,-173.9833,298.53,73,20,4.12,TO,1715318007
489,constitucion,-35.3333,-72.4167,283.18,74,100,2.19,CL,1715318007
490,kokopo,-4.352,152.2633,301.17,80,39,1.53,PG,1715318008
491,iaciara,-14.0958,-46.6317,290.53,55,2,1.37,BR,1715318008
492,sinop,41.7711,34.8709,284.39,77,100,1.45,TR,1715318009
493,kaohsiung,22.6163,120.3133,302.12,69,75,5.14,TW,1715317923
494,crucecita,-28.95,-58.9833,286.52,70,100,2.04,AR,1715318009
495,sturgis,41.7992,-85.4192,284.3,91,100,2.06,US,1715318010
496,balkashino,52.5167,68.7667,284.77,46,24,6.01,KZ,1715318010
497,lengshuitan,26.4111,111.5956,301.1,63,100,3.99,CN,1715318010
498,kencong,-8.2833,113.3667,302.23,71,22,3.09,ID,1715318011
499,road town,18.4167,-64.6167,299.08,78,2,4.77,VG,1715318011
500,antsiranana,-12.2787,49.2917,299.51,67,31,7.37,MG,1715318011
501,pacasmayo,-7.4006,-79.5714,292.82,85,96,5.95,PE,1715318012
502,dabakala,8.3667,-4.4333,297.8,89,74,2.33,CI,1715318012
503,klyavlino,54.2649,52.0267,275.97,54,25,8.03,RU,1715318012
504,mwinilunga,-11.7358,24.4293,286.64,77,34,1.1,ZM,1715318013
505,tafuna,-14.3358,-170.72,301.12,83,75,1.03,AS,1715318013
506,fort bragg,35.139,-79.006,295.0,84,0,5.66,US,1715317780
507,ambalangoda,6.2355,80.0538,303.22,71,100,1.88,LK,1715318014
508,codrington,-38.2667,141.9667,289.97,73,84,2.04,AU,1715318014
509,juneau,58.3019,-134.4197,282.15,93,100,0.0,US,1715318014
510,souillac,-20.5167,57.5167,299.36,65,40,6.69,MU,1715318015
511,igrim,63.1906,64.4162,275.46,70,8,5.59,RU,1715318015
512,ningbo,29.8782,121.5495,300.14,39,0,7.0,CN,1715318016
513,sisimiut,66.9395,-53.6735,267.26,79,8,3.26,GL,1715317768
514,tabou,4.423,-7.3528,300.44,84,99,2.26,CI,1715318016
515,grafenwohr,49.7189,11.9067,281.25,92,20,0.0,DE,1715318017
516,gunnedah,-30.9833,150.25,292.3,59,100,2.19,AU,1715318017
517,tonota,-21.4833,27.4833,285.59,79,0,1.72,BW,1715318017
518,tolanaro,-25.0319,46.9987,296.98,74,10,5.92,MG,1715318018
519,yantarnyy,54.8717,19.9381,283.07,98,100,8.72,RU,1715318018
520,severnoye,56.3491,78.3619,293.14,55,51,3.13,RU,1715318018
521,jiagedaqi,50.4167,124.1167,287.69,44,100,5.62,CN,1715318019
522,tual,-5.6667,132.75,301.37,79,35,6.55,ID,1715318019
523,yoichi,43.2039,140.7703,287.69,39,72,4.39,JP,1715318019
524,east ballina,-28.8667,153.5833,293.59,52,61,4.11,AU,1715318020
525,stavern,59.0,10.0333,283.25,71,34,6.92,NO,1715318020
526,isangel,-19.55,169.2667,295.21,88,75,3.09,VU,1715318020
527,nirgua,10.1553,-68.5663,293.69,93,81,1.12,VE,1715318021
528,lerwick,60.1545,-1.1494,282.15,98,100,6.82,GB,1715318021
529,oum hadjer,13.2954,19.6966,304.92,14,92,4.08,TD,1715318021
530,saint-louis,16.3333,-15.0,300.88,22,7,4.07,SN,1715318022
531,mejit,10.2753,170.8646,300.46,83,98,9.04,MH,1715318022
532,pathein,16.7833,94.7333,312.0,30,0,2.24,MM,1715318023
533,chegdomyn,51.1167,133.0167,287.59,23,91,0.98,RU,1715318023
534,la sarre,48.8002,-79.1996,277.95,61,7,2.8,CA,1715318023
535,horta,38.5333,-28.6333,290.38,91,38,4.02,PT,1715318024
536,osan,37.1522,127.0706,299.02,27,0,6.17,KR,1715317914
537,bayanhongor,46.7167,100.1167,283.47,11,1,5.79,MN,1715318024
538,lautoka,-17.6167,177.4667,300.07,47,20,4.12,FJ,1715318025
539,nar'yan-mar,67.6713,53.087,271.54,95,100,11.62,RU,1715318025
540,champerico,14.3,-91.9167,302.4,70,61,2.77,GT,1715317983
541,sao felix do xingu,-6.6447,-51.995,295.76,85,96,0.8,BR,1715317895
542,east grand forks,47.93,-97.0245,287.03,58,40,3.6,US,1715318026
543,el granada,37.5027,-122.4694,292.36,64,0,2.57,US,1715318026
544,carbonear,47.7332,-53.2148,276.27,92,98,2.57,CA,1715318027
545,leava,-14.3,-178.1667,300.39,69,100,7.75,WF,1715318027
546,hanceville,34.0607,-86.7675,294.1,93,45,2.16,US,1715318027
547,ban dung,17.699,103.2596,303.27,56,100,2.13,TH,1715318028
548,bac lieu,9.285,105.7244,306.55,57,61,7.73,VN,1715318028
549,quellon,-43.1167,-73.6167,278.8,88,17,2.12,CL,1715317793
550,la plata,-34.9215,-57.9545,286.45,65,97,2.35,AR,1715318029
551,tadine,-21.55,167.8833,296.13,66,59,6.58,NC,1715318029
552,tyukhtet,56.5389,89.3011,290.54,36,100,6.06,RU,1715318029
553,san pascual,13.7975,121.0342,306.7,52,43,8.07,PH,1715318030
554,tobruk,32.0836,23.9764,290.27,71,0,8.24,LY,1715318030
555,vila franca do campo,37.7167,-25.4333,289.38,88,18,1.16,PT,1715318030
556,egbe,8.2167,5.5167,297.51,84,100,2.74,NG,1715318031
557,bettendorf,41.5245,-90.5157,286.49,94,100,1.54,US,1715318031
